Title,Year,IMDB rating,Metascore,Votes,Description,Type
Stano,(2019),5.2,58        ,196,"
    After serving 17 years in prison for a violent mistake he made in his youth, a once-aspiring baseball player returns to his Bronx neighborhood.","
Drama            "
Sandy Wexler,(2017),5.1,40        ,12354,"
    Sandy Wexler is a talent manager working in Los Angeles in the 1990s, diligently representing a group of eccentric clients on the fringes of show business.","
Comedy            "
Hail Satan?,(2019),7.1,76        ,1252,"
    A look at the quick rise and influence of the controversial religious group known as The Satanic Temple.","
Documentary            "
Gracz,(2014),6.0,55        ,60551,"
    Literature professor and gambler Jim Bennett's debt causes him to borrow money from his mother and a loan shark. Further complicating his situation, is his relationship with one of his students. Will Bennett risk his life for a second chance?","
Crime, Drama, Thriller            "
Paddington,(2014),7.2,77        ,86106,"
    A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven.","
Adventure, Comedy, Family            "
Porwanie,(2011),5.1,25        ,72973,"
    A thriller centered on a young man who sets out to uncover the truth about his life after finding his baby photo on a missing persons website.","
Action, Mystery, Thriller            "
Zbaw nas ode zlego,(2014),6.2,40        ,64296,"
    New York police officer Ralph Sarchie investigates a series of crimes. He joins forces with an unconventional priest, schooled in the rites of exorcism, to combat the possessions that are terrorizing their city.","
Horror, Mystery, Thriller            "
Ostateczna rozgrywka,(2018),5.7,53        ,6955,"
    After deadly terrorists abduct his niece at a soccer match, an ex-soldier with lethal fighting skills wages a one-man war to save her and prevent mass destruction.","
Action, Drama, Thriller            "
Włóczęga ze strzelbą,(2011),6.1,55        ,42186,"
    A homeless vigilante blows away crooked cops, pedophile Santas, and other scumbags with his trusty pump-action shotgun.","
Action, Comedy, Horror            "
Wyznania nastolatki,(2015),6.9,87        ,27321,"
    A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.","
Comedy, Drama, Romance            "
Z krwi i kosci,(2012),7.5,73        ,59340,"
    Put in charge of his young son, Alain leaves Belgium for Antibes to live with his sister and her husband as a family. Alain's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.","
Drama, Romance            "
Jak rozmawiac z dziewczynami na prywatkach,(2017),5.8,50        ,7735,"
    An alien touring the galaxy breaks away from her group and meets two young inhabitants of the most dangerous place in the universe: the London suburb of Croydon.","
Comedy, Music, Romance            "
Victor Frankenstein,(2015),6.0,36        ,48026,"
    Told from Igor's perspective, we see the troubled young assistant's dark origins, his redemptive friendship with the young medical student Viktor Von Frankenstein, and become eyewitnesses to the emergence of how Frankenstein became the man - and the legend - we know today.","
Drama, Horror, Sci-Fi            "
Mr. Church,(2016),7.6,37        ,23189,"
    ""Mr. Church"" tells the story of a unique friendship that develops when a little girl and her dying mother retain the services of a talented cook - Henry Joseph Church. What begins as a six month arrangement instead spans into fifteen years and creates a family bond that lasts forever.","
Comedy, Drama            "
Maniac,(2012),6.1,47        ,32840,"
    As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface.","
Horror, Thriller            "
Last Flag Flying,(2017),6.9,65        ,19441,"
    Thirty years after they served together in Vietnam, a former Navy Corpsman Larry ""Doc"" Shepherd re-unites with his old buddies, former Marines Sal Nealon and Reverend Richard Mueller, to bury his son, a young Marine killed in the Iraq War.","
Comedy, Drama, War            "
Jak dogryźć mafii,(2017),5.3,28        ,15029,"
    A Los Angeles detective seeks out the ruthless gang that stole his dog.","
Action, Comedy            "
Bliscy nieznajomi,(2018),7.7,81        ,16775,"
    In 1980 New York, three young men who were all adopted meet each other and find out they're triplets who were separated at birth. But their quest to find out why turns into a bizarre and sinister mystery.","
Documentary, Biography, Drama            "
Wielkie wesele,(2013),5.6,28        ,44619,"
    A long-divorced couple fakes being married as their family unites for a wedding.","
Comedy, Drama, Romance            "
Nocny pościg,(2015),6.6,59        ,94813,"
    Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death of his own son.","
Action, Drama, Thriller            "
Upadek amerykanskiego imperium,(2018),7.2,55        ,999,"
    A shy and insecure delivery truck driver accidentally arrives on the scene of a major crime and happens to pick up two bags of cash and hide them in his truck. As if an interrogation of two...                See full summary »
","
Comedy, Crime            "
Baba Jaga,(2016),5.1,45        ,11037,"
    A mother desperate to reconnect with her troubled daughter becomes embroiled in the urban legend of a demonic witch.","
Horror            "
Powiernik królowej,(2017),6.8,58        ,26101,"
    Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.","
Biography, Drama, History            "
Repo Man - Windykatorzy,(2010),6.3,32        ,96570,"
    Set in the near future when artificial organs can be bought on credit, it revolves around a man who struggles to make the payments on a heart he has purchased. He must therefore go on the run before said ticker is repossessed.","
Action, Adventure, Crime            "
The Children Act,(2017),6.7,62        ,8025,"
    As her marriage crumbles, a judge must decide a case involving a teenage boy who is refusing a blood transfusion on religious principle.","
Drama            "
Bejrut,(2018),6.4,69        ,15543,"
    Caught in the crossfires of civil war, CIA operatives must send a former U.S. diplomat to negotiate for the life of a friend he left behind.","
Drama, Thriller            "
33,(2015),6.9,55        ,32636,"
    Based on the real-life event, when a gold and copper mine collapses, it traps 33 miners underground for 69 days.","
Biography, Drama, History            "
Lizzie,(2018),5.8,59        ,4475,"
    A psychological thriller based on the infamous 1892 murders of the Borden family.","
Biography, Crime, Drama            "
Epicentrum,(2014),5.8,44        ,61213,"
    Storm trackers, thrill-seekers, and everyday townspeople document an unprecedented onslaught of tornadoes touching down in the town of Silverton.","
Action, Adventure, Drama            "
Man Down,(2015),5.9,27        ,8370,"
    In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor.","
Drama, Thriller            "
Thunder Road,(2018),7.1,79        ,9056,"
    A police officer faces a personal meltdown following a divorce and the death of his mother.","
Comedy, Drama            "
Shrek Forever,(2010),6.3,58        ,169639,"
    Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.","
Animation, Adventure, Comedy            "
Martha Marcy May Marlene,(2011),6.9,75        ,46158,"
    Haunted by painful memories and increasing paranoia, a damaged woman struggles to re-assimilate with her family after fleeing an abusive cult.","
Drama, Mystery, Thriller            "
In Darkness,(2018),5.8,59        ,10083,"
    A blind musician hears a murder committed in the apartment upstairs from hers that sends her down a dark path into London's gritty criminal underworld.","
Mystery, Thriller            "
Mocne uderzenie,(2012),6.4,40        ,82200,"
    A high school biology teacher looks to become a successful mixed-martial arts fighter in an effort to raise money to prevent extra-curricular activities from being axed at his cash-strapped school.","
Action, Comedy, Sport            "
Dog Days,(2018),6.2,47        ,2956,"
    A group of interconnected people in Los Angeles are brought together by their lovely canine counterparts.","
Comedy, Drama, Romance            "
Do szaleństwa,(2011),6.7,68        ,56187,"
    A British college student falls for an American student, only to be separated from him when she's banned from the U.S. after overstaying her visa.","
Drama, Romance            "
Mama,(2014),8.1,74        ,43678,"
    A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.","
Drama            "
Sabotaż,(2014),5.7,41        ,55972,"
    Members of an elite DEA task force find themselves being taken down one by one after they rob a drug cartel safe house.","
Action, Crime, Drama            "
Elle,(2016),7.1,89        ,55342,"
    A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.","
Crime, Drama, Thriller            "
Dom,(2015),6.6,55        ,86515,"
    An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.","
Animation, Adventure, Comedy            "
